OBJECTID,NAME,ACRES,OWNER,JURISDICTION,TYPE,MANAGER,COMMENTS,BLDGCODE,CORRIDOR,OS_NUMBER,SHAPEAREA,SHAPELEN,CREATED_DATE,LAST_EDITED_DATE
561465,,0.72607179,CARY TOWN OF ,CARY,GREENWAY,,,,,,31627.6869935539,733.213300830214,,
561466,Future Park,3.14743517,CARY TOWN OF ,CARY,PARK,,Planned Park,,,,137102.27604994,1783.93634870826,,
561467,MacDonald Woods Park,14.1312099,TOWN OF CARY,CARY,PARK,,,,,,615555.503161157,4179.3347974322,,
561468,Hinshaw Greenway,22.26596761,TOWN OF CARY,CARY,GREENWAY,,,,LYNN BRANCH,,969905.549084484,9032.15394798515,,
561469,Symphony Lake,38.73914406,TOWN OF CARY,CARY,GREENWAY, , , ,,,1687459.41753754,9318.38046260336,,
561470,Green Hope Elementary School Park,15.43377877,TOWN OF CARY,CARY,PARK,,,,,,672295.403420372,3282.46377522863,,
561471,WakeMed Soccer Park,163.30893959,North Carolina (Town of Cary),CARY,PARK,,,,WALNUT CREEK,,7113737.40842602,12288.1552751269,,
561472,Mills School Park,103.84917022,TOWN OF CARY,CARY,PARK,,,,PANTHER CREEK,,4523714.02743933,10384.7592702702,,
561473,Cary Arts Center,1.7715875,CARY TOWN OF ,CARY,PARK,,,,,,77170.8302076201,1185.09646501612,,
561474,,1.03507719,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,52719.423424979,1113.03938325168,,
561475,,1.90339105,CARY TOWN OF ,CARY,GREENWAY,,,,SWIFT CREEK,,82911.7142523244,1422.20427746439,,
561476,Bent Creek Trail,14.97885748,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,,,652479.031907357,4016.9009680775,,
561477,Wakefield Trail,21.33923686,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,929537.57515094,7715.10272805589,,
561478,Wakefield Trail,24.07765132,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,1048822.49155852,9340.03832517559,,
561479,Austin Creek Greenway,8.63445589,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,376115.568692468,6762.3711789569,,
561480,,6.638404,CITY OF RALEIGH,RALEIGH,OPEN SPACE, , , ,,,289168.877996551,3174.75723522072,,
561481,,1.87694222,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,NEUSE RIVER,,81759.6031850085,1318.66739550832,,
561482,,8.76287058,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,WALNUT CREEK,,381710.642663579,2723.78156930628,,
561483,,3.21289068,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,WALNUT CREEK,,139953.518061926,3042.14594752997,,
561484,,2.84015957,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,123717.350808634,2365.75532092593,,
561485,,21.0369488,NC DEPARTMENT OF TRANSPORATION,KNIGHTDALE,OPEN SPACE,,,,,,916369.489933552,4241.99848039632,,
561486,,13.91643266,NC DEPARTMENT OF TRANSPORATION,KNIGHTDALE,OPEN SPACE,,,,,,606199.806716362,3483.77595895918,,
561487,,4.95378433,NC DEPARTMENT OF TRANSPORATION,KNIGHTDALE,OPEN SPACE,,,,,,215786.845212445,2095.01548279189,,
561488,"Apex Friendship HS,M-11,E-41 Sites",108.42413841,WAKE COUNTY BOARD OF EDUCATION,APEX,SCHOOL,,,,,,4853919.93429818,12315.175317537,,
561489,H-13 SITE,59.73876199,WAKE COUNTY BOARD OF EDUCATION,FUQUAY-VARINA,SCHOOL,,,,,,2602220.15012488,7407.3969054487,,
561490,E-35 SITE,20.4761209,WAKE COUNTY BOARD OF EDUCATION,FUQUAY-VARINA,SCHOOL,,,,,,891939.826535397,4408.87787408006,,
561491,Rolesville High School,82.04730339,WAKE CNTY BOARD OF EDUCATION ,ROLEVSILLE,SCHOOL,,,,,,3547919.86815113,7973.91235855557,,
561492,WAKEFIELD 9TH GRADE CENTER,6.31672476,F R O LLC VII ,WAKE FOREST,SCHOOL,,,,,,275156.530611252,3396.34350499712,,
561493,RICHLAND CREEK ELEMENTARY,27.84123603,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,SCHOOL,,,,,,1212764.88485247,4865.02781358988,,
561494,,5.73731049,WAKE TECHNICAL COMMUNITY COLLEGE ,RALEIGH,OPEN SPACE,,,,,,249903.709868127,4119.26643312135,,
561495,,3.74625431,WAKE TECHNICAL COMMUNITY COLLEGE ,RALEIGH,GREENWAY,,,,,,163186.834847731,2157.07495770789,,
561496,Leesville Hollow,1.36930002,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,Crabtree Creek Sycamore Creek,,59646.5637195617,1985.54647207293,,
561497,Forestville Road Elementary School,16.90407498,WAKE COUNTY BOARD OF EDUCATION,KNIGHTDALE,SCHOOL,,,092,,,736341.505959926,4155.24858181723,,
561498,Knightdale High School,66.43335643,WAKE COUNTY BOARD OF EDUCATION,KNIGHTDALE,SCHOOL,,,092,,,2893837.00590109,8639.16283320471,,
561499,,18.46225048,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,,,,,,804215.630875144,4199.98683489755,,
561500,,18.94022173,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,,,,,,825036.058771387,3764.64858305867,,
561501,,5.66150193,NC DEPARTMENT OF TRANSPORTATION ,HOLLY SPRINGS,OPEN SPACE,,,,,,248475.423756393,2577.5576103768,,
561502,,1.25609875,NC DEPARTMENT OF TRANSPORTATION ,RALEIGH,OPEN SPACE,,,,,,54715.6615557358,1821.05997294733,,
561503,,3.01903532,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,,,,,,131509.178416478,1503.6285222092,,
561504,,4.85490574,NC DEPARTMENT OF TRANSPORTATION ,RALEIGH,OPEN SPACE,,,,,,211479.694162812,2270.70776742992,,
561505,,17.78681546,NC DEPARTMENT OF TRANSPORTATION ,APEX,OPEN SPACE,,,,,,774793.681468586,3778.13262965464,,
561506,,1.69947175,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,,,,,,74028.9893523804,1990.30224648201,,
561507,,0.56536477,NC DEPARTMENT OF TRANSPORATION ,APEX,OPEN SPACE,,,,,,24627.2893433905,837.710814362582,,
561508,,1.22848365,NC DEPARTMENT OF TRANSPORATION ,APEX,OPEN SPACE,,,,,,53512.7476847853,1192.34319720443,,
561509,,0.16833208,NC DEPARTMENT OF TRANSPORATION ,APEX,OPEN SPACE,,,,,,7332.54528771054,351.276612155167,,
561510,,0.42966182,NC DEPARTMENT OF TRANSPORTATION ,GARNER,OPEN SPACE,,,,,,18716.068783387,562.717572499755,,
561511,,2.48833908,NC DEPARTMENT OF TRANSPORTATION ,GARNER,OPEN SPACE,,,,,,108392.050446348,2096.52818586551,,
561512,Mingo Creek Park,8.16071275,TOWN OF KNIGHTDALE,KNIGHTDALE,PARK,,,,MINGO CREEK,,355480.647461134,2486.86260302883,,
561513,,0.52185285,NC DEPARTMENT OF TRANSPORATION ,KNIGHTDALE,OPEN SPACE,,,,,,22731.9101693677,941.043128398647,,
561514,,0.17950033,NC DEPARTMENT OF TRANSPORTATION ,KNIGHTDALE,OPEN SPACE,,,,,,7819.03419855539,404.32564411335,,
561515,,0.59658484,NC DEPARTMENT OF TRANSPORTATION ,KNIGHTDALE,OPEN SPACE,,,,POPLAR CREEK,,25987.2356665001,1339.94862575888,,
561516,,10.6138047,NC DEPARTMENT OF TRANSPORTATION ,CARY,OPEN SPACE,,,,,,462337.354876235,3635.56334079348,,
561517,King Charles & Bertie,0.17725904,NCDOT,RALEIGH,OPEN SPACE,,,,,,7721.40376549494,314.71947961542,,
561518,,0.90708188,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,NCDOT,,,,,39512.4865506353,1179.02994429019,,
561519,,6.56794249,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,NCDOT,,,,,286099.574655251,2308.28438892062,,
561520,,1.59576519,NC DEPARTMENT OF TRANSPORTATION ,RTP,OPEN SPACE,,,,,,72075.7470193593,1216.68442859413,,
561521,,0.51838231,NC DEPARTMENT OF TRANSPORTATION ,RTP,OPEN SPACE,,,,,,22580.733424421,655.229664496092,,
561522,,2.42636296,NC DEPARTMENT OF TRANSPORTATION ,RALEIGH,OPEN SPACE,,,,,,105692.370628769,1518.28018842966,,
561523,,1.76447882,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,76860.6975067759,1168.50462659867,,
561524,,1.14856848,ZEBULON TOWN OF ,ZEBULON,OPEN SPACE,,,,,,50031.6431094897,1854.1493741299,,
561525,Fuquay Mineral Spring Park,2.8638312,FUQUAY VARINA TOWN OF ,FUQUAY-VARINA,PARK,,,,,,124748.486966874,1490.49640579792,,
561526,E-42 SITE,39.89378561,WAKE CNTY BOARD OF EDUCATION ,ROLEVSILLE,SCHOOL,,,,,,1734207.77069813,5683.92419618634,,
561527,,0.4115625,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,17927.6623322504,568.233963380326,,
561528,Dedicated Open space,3.7457401,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,LAND DEDICATION,,,,163172.046217823,1654.95178494505,,
561529,Dedicated Open space,4.61004683,WAKE COUNTY,WAKE COUNTY,OPEN SPACE,,LAND DEDICATION,,,,200826.108565222,2444.11429140267,,
561530,,1.77979405,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,77527.8286515388,1124.53687833294,,
561531,,14.00352545,NCDOT,CARY,OPEN SPACE,,,,,,609993.568457659,3596.96554950865,,
561532,,4.46851274,NCDOT,CARY,OPEN SPACE,,,,,,194648.414991695,2036.57121838155,,
561533,,4.95283289,NCDOT,CARY,OPEN SPACE,,,,,,215786.809210096,2362.34314229405,,
561534,,12.06700685,NCDOT,CARY,OPEN SPACE,,,,,,521581.651903135,3861.84426889585,,
561535,,4.29093962,NCDOT,CARY,OPEN SPACE,,,,,,186913.32991054,2654.35523003908,,
561536,,8.98229272,NCDOT,CARY,OPEN SPACE,,,,,,391261.708296066,3826.47745354212,,
561537,,0.14279695,CITY OF RALEIGH,RALEIGH,TRAFFIC ISLAND,NCDOT,,,,,6201.72113415462,279.373227043824,,
561538,,0.05757296,HOMEOWNERS ASSOCIATION,RALEIGH,TRAFFIC ISLAND,,,,,,2495.84154535927,177.311190939916,,
561539,,0.73509654,NCDOT,RALEIGH,TRAFFIC ISLAND,NCDOT,,,,,31977.8197126915,634.125500985257,,
561540,,1.21912267,TOWN OF WAKE FOREST,WAKE FOREST,OPEN SPACE,,,,,,53088.0193545242,1067.64995563551,,
561541,,51.64161974,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,2249503.01658458,11376.5736277152,,
561542,,8.34145124,NORTH CAROLINA STATE OF ,RALEIGH,OPEN SPACE,,,,,,363353.615962547,3068.44885002275,,
561543,,5.34875677,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,232991.845024262,2644.35668479082,,
561544,,3.57356915,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,,,155674.990814899,2388.47933888988,,
561545,,18.87847497,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,822346.414251147,4411.77626701267,,
561546,SUNSET LAKE,42.25586892,HOMEOWNERS ASSOCIATION,HOLLY SPRINGS,GREENWAY,,,,MIDDLE CREEK,,1840665.4421297,8152.77765141101,,
561547,,0.83364018,GARNER TOWN OF ,GARNER,OPEN SPACE,,,,,,36313.3663310046,760.451898756778,,
561548,,0.54620987,GARNER TOWN OF ,GARNER,OPEN SPACE,,,,,,23792.8777148406,621.226341565125,,
561549,,1.21515249,NC DEPARTMENT OF TRANSPORTATION ,RALEIGH,OPEN SPACE,,,,,,52932.0806533641,1139.8776946909,,
561550,William B Umstead State Park,5435.04982624,STATE OF NORTH CAROLINA,RALEIGH,PARK,,,,,,237744335.879859,98056.5567509787,,
561551,OS-113,26.47927839,WAKE OF COUNTY ,WAKE COUNTY,OPEN SPACE,,,960,MARKS CREEK,OS-113,1153437.36438939,6499.9281531466,,
561552,,6.00385165,KNIGHTDALE TOWN OF ,KNIGHTDALE,OPEN SPACE,,,,POPLAR CREEK,,261527.777913148,5976.70264245685,,
561553,,0.32084338,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,13975.9376658085,492.867120984603,,
561554,,1.05369909,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,45899.1321650648,881.193853519482,,
561555,,3.09454151,GARNER TOWN OF ,GARNER,GREENWAY,,,,,,134798.344065185,3721.17282564177,,
561556,Alleghany Trail,17.23265737,RALEIGH CITY OF ,RALEIGH,GREENWAY,,,,CRABTREE CREEK,,750654.374585173,8959.67904249895,,
561557,E-24,30.84486188,WAKE CNTY BOARD OF EDUCATION THE ,RALEIGH,SCHOOL,,,,,,1343602.18368092,4973.02864682369,,
561558,OS-101,14.36299081,WAKE COUNTY,WAKE COUNTY,GREENWAY,,EASEMENT,954,LOWERY CREEK,OS-101,969710.342252402,9362.31298737372,,
561559,,0.64127179,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,27933.7990273058,1070.49867305666,,
561560,,0.37502466,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,16336.0742311395,717.446400287983,,
561561,Neuse River Greenway,39.49314778,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,NEUSE RIVER,,1604419.29988033,8743.8459240124,,
561562,Neuse River Greenway,98.46870048,CITY OF RALEIGH,RALEIGH,GREENWAY, , , ,NEUSE RIVER,,4289296.5928346,17094.4105267198,,
561563,Higgins Greenway,8.32088706,DANSCO LLC ,CARY,GREENWAY,,EASEMENT,,,,362457.840226905,3208.51140511037,,
561564,,0.60057046,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,26160.8491111898,1138.77889319205,,
561565,,1.30986846,CARY TOWN OF ,CARY,OPEN SPACE,,,,BACHELOR BRANCH,,57057.8700255679,1047.0728902739,,
561566,Falls Lake,99.64084683,UNITED STATES OF AMERICA,WAKE COUNTY,GREENWAY,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,4340142.67455796,12656.9830944214,,
561567,Canoe Launch,21.69154623,UNITED STATES OF AMERICA,WAKE COUNTY,PARK,CITY OF RALEIGH, , ,LOWERY CREEK,,940916.492119054,4860.36147403672,,
561568,Falls Lake,151.47833884,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,6598396.44002107,14662.7115281175,,
561569,Falls Lake,20.08470557,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,876358.55462907,3705.9339582306,,
561570,Falls Lake,240.11521862,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,10459418.7098411,19587.2125031202,,
561571,Falls Lake,467.58197541,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,20218312.1479446,37287.3410817502,,
561572,Falls Lake,3743.00630721,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,NEUSE RIVER,,163055035.956505,185320.765238,,
561573,Falls Lake,70.91737637,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,HORSE CREEK,,3088809.6584441,12132.7927996921,,
561574,Falls Lake,140.33322997,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,6107702.15691677,15367.0667180841,,
561575,Falls Lake,32.25553308,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,1405051.02081475,8613.79373692453,,
561576,Falls Lake,2485.46074641,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,NEUSE RIVER,,108273494.849794,122530.475576514,,
561577,Falls Lake,222.73456522,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,NEW LIGHT CREEK,,9702295.46040565,22112.6010085496,,
561578,Falls Lake,0.03224365,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,1404.53324106428,897.293034063526,,
561579,Falls Lake,188.04947124,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,NEW LIGHT CREEK,,8191446.38397854,17249.4474698704,,
561580,Falls Lake,107.90310267,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LITTLE BEAVERDAM CREEK,,4700259.15220115,13087.8543593208,,
561581,Falls Lake,53.58945745,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,BEAVERDAM CREEK,,2334356.76667275,7956.66325669321,,
561582,Falls Lake,54.33224681,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,2366712.67125064,7244.57961106236,,
561583,Falls Lake,2785.55012943,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,BEAVERDAM CREEK,,121266348.094444,83214.9674477873,,
561584,Falls Lake,194.10928185,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,8455359.58292746,14000.2190501979,,
561585,Falls Lake,405.32975864,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,BEAVERDAM CREEK,,17656164.286278,27338.6859048118,,
561586,Falls Lake,7.81947993,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,340612.089318844,5432.75801691675,,
561587,Falls Lake,2.14472285,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,93424.127376787,2161.82777559644,,
561588,Falls Lake,0.24817353,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,LOWERY CREEK,,10810.4389552538,630.372093617326,,
561589,Falls Lake,3385.75722668,UNITED STATES OF AMERICA,WAKE COUNTY,OPEN SPACE,US ARMY CORPS OF ENGINEERS, , ,NEUSE RIVER,,147468590.856054,140168.336485672,,
561590,,45.26517896,CARY TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,MIDDLE CREEK,,1972075.04307312,8145.33026772626,,
561591,,8.97806126,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,,,,,,391084.348329118,3904.05460329199,,
561592,,0.85598885,NC DEPARTMENT OF TRANSPORTATION ,WAKE COUNTY,OPEN SPACE,,,,,,37286.8741444244,843.063051128815,,
561593,East Park,5.24338745,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,Crabtree Creek Trib F,,228411.88414078,6245.02397094935,,
561594,Bagwell Property,1.14117259,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,Walnut Creek Big Branch Creek,,49529.8928690282,979.716355208394,,
561595,624 Bragg Street,1.66291397,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,Walnut Creek Little Rock Trail,,72433.8171520987,1953.9073191639,,
561596,Alston Ridge Park,3.71743198,TOWN OF FUQUAY-VARINA,FUQUAY-VARINA,PARK,,,,,,161955.635335188,2181.82823743867,,
561597,,0.73775661,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,32136.6780643085,1602.13170258708,,
561598,,5.76995843,TRIANGLE GREENWAYS COUNCIL ,RALEIGH,OPEN SPACE,,,,WALNUT CREEK,,251339.389034266,1939.64728893243,,
561599,,39.00084745,TRIANGLE LAND CONSERVANCY ,WAKE COUNTY,GREENWAY,,,,,,1698834.42713404,8687.46125264225,,
561600,,19.15753714,RALEIGH CITY OF ,WAKE COUNTY,GREENWAY,,,,SWIFT CREEK,,834502.317745504,5466.94095460432,,
561601,Lake Benson,654.92183296,RALEIGH CITY OF ,WAKE COUNTY,OPEN SPACE,,,,SWIFT CREEK,,28528395.0437848,67136.324545874,,2018-06-25T18:22:20.000Z
561602,,29.68225271,"MITCHELL, LUBIN H ",WAKE COUNTY,OPEN SPACE,,,,LITTLE RIVER,OS-115,1292958.92823698,8206.55971718748,,
561603,,23.98022332,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,1044578.52775489,4512.70615611438,,
561604,Future Park Site (Mims Property),17.47934475,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,PARK,,FUTURE PARK SITE,,UTLEY CREEK,,760107.022951517,4294.64080044104,,
561605,NCSU Vet School,61.34652486,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,RESEARCH,NCSU, , ,,,2672254.62304998,8878.53901398768,,
561606,NCSU Vet School,213.01512974,NORTH CAROLINA STATE UNIVERSITY,RALEIGH,RESEARCH,NCSU, , ,HOUSE CREEK,,9314034.1902966,15025.4861249953,,
561607,Little Rock Trail,2.99941827,CITY OF RALEIGH,RALEIGH,GREENWAY,,,,,,130654.659824906,2778.13061215731,,
561608,Little Rock Trail,0.11027584,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,4803.97489320999,336.282987363585,,
561609,Little Rock Trail,0.64839165,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,28238.9441120403,714.249754454783,,
561610,Little Rock Trail,0.75994097,CITY OF RALEIGH,RALEIGH,OPEN SPACE,,,,,,33103.0285759182,727.396634453907,,
561611,,0.14932679,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,6504.67494118189,323.042472648788,,
561612,,0.52323033,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,22789.8741643741,751.653687424623,,
561613,Jefferson L Sugg Farm,117.61071919,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,BASAL CREEK,,5087695.56752741,12505.7040447558,,
561614,Heritage High School Park,26.24800995,WAKE COUNTY BOARD OF EDUCATION,WAKE FOREST,PARK,WAKE COUNTY BOARD OF EDUCATION, , ,SANFORD CREEK,,1143363.31359473,4516.48780397226,,
561615,Kiwanis Park,0.20928496,WAKE COUNTY,WAKE FOREST,PARK,,,,,,9116.45265574168,384.980860172961,,
561616,,193.64801,NC DEPARTMENT OF TRANSPORATION ,KNIGHTDALE,OPEN SPACE,,,,MINGO CREEK,,8435307.31542256,19965.2624493359,,
561617,,6.40021281,NC DEPT OF TRANSPORTATION ,ROLESVILLE,OPEN SPACE,,,,,,278793.307005209,2605.55893504019,,
561618,,3.95551756,NC DEPARTMENT OF TRANSPORATION ,ROLESVILLE,OPEN SPACE,,,,,,172302.345076155,2271.9211062094,,
561619,,0.26219901,WAKE FOREST TOWN OF ,WAKE FOREST,GREENWAY,,,,,,11421.3889670261,845.361789147408,,
561620,,1.48528706,WAKE FOREST TOWN OF ,WAKE FOREST,OPEN SPACE,,,,,,64699.1041829837,1378.90204101516,,
561621,Lake Lynn Park,34.00939224,CITY OF RALEIGH / WAKE COUNTY,RALEIGH,PARK, , ,609,HARE SNIPE CREEK,,1481449.12583672,7171.70835814749,,
561622,,0.14556072,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,6340.62515694544,355.260986497734,,
561623,Hunter Street Park,8.48946903,APEX TOWN OF ,APEX,PARK,,,,,,369801.270772229,2979.80062415816,,
561624,,21.32630807,WAKE COUNTY ,WAKE COUNTY,OPEN SPACE,,,960,MARKS CREEK,,928973.979407026,5103.62920831881,,
561625,Hadden Hall Greenway,4.14506708,APEX TOWN OF ,APEX,GREENWAY,,,,,,180559.121884499,2750.1304766511,,
561626,Hadden Hall Greenway,7.70901636,APEX TOWN OF ,APEX,GREENWAY,,,,,,335804.75275242,5518.51495801849,,
561627,,1.42301583,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,61986.5694350714,1643.60874426334,,
561628,,0.31632473,CARY TOWN OF ,CARY,OPEN SPACE,,,,,,13779.1051992679,811.235387210431,,
561629,,0.56531356,MORRISVILLE TOWN OF ,MORRISVILLE,OPEN SPACE,,,,,,24625.0586217439,655.933655285043,,
561630,,3.08762144,"STADELMAIER, HANS H & GERDA ",MORRISVILLE,GREENWAY,,EASEMENT,,,,134496.790066135,1863.54375484766,,
561631,,0.67296649,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,29314.4200972643,937.063980618341,,
561632,Chavis Heights Park,25.88556368,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,24445.3829905468,990.035583378202,,
561633,Chavis Heights Park,25.96749331,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,1174797.96026888,7582.55479204622,,
561634,Chavis Heights Park,25.88556368,CITY OF RALEIGH,RALEIGH,PARK, , , ,,,20331.3994550381,757.583039747382,,
561635,White Oak Creek Greenway,16.0836265,TOWN OF CARY,CARY,GREENWAY,,,,WHITE OAK CREEK,,700602.770251995,4043.90038729043,,
561636,White Oak Creek Greenway,54.30802983,TOWN OF CARY,CARY,GREENWAY,,,,WHITE OAK CREEK,,2365657.77931655,12254.9546056728,,
561637,,14.19752846,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,,,199660.061882495,3905.88352273143,,
561638,,14.19752846,CITY OF RALEIGH,RALEIGH,GREENWAY,,EASEMENT,,,,318509.585137473,7964.44730464809,,
561639,,2.0766063,APEX TOWN OF ,APEX,OPEN SPACE,,,,,,90456.9703975038,2349.16155623958,,
561640,,1.13760285,WENDELL TOWN OF ,WENDELL,OPEN SPACE,,,,,,49553.9799805401,907.801899759486,,
561641,,0.45201099,WENDELL TOWN OF ,WENDELL,OPEN SPACE,,,,,,19689.5987076702,600.361985004504,,
561642,,7.54344228,RALEIGH CITY OF ,RALEIGH,OPEN SPACE,,,,,,328592.345724693,3555.57658544776,,
561643,,2.15859897,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,,,94028.5711316962,1584.61496074489,,
561644,,0.77109618,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,,,33588.9495577907,1927.22616783255,,
561645,,5.00010998,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,,,217804.790652888,2210.5705925032,,
561646,,0.05367105,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,,,2333.48319974664,221.829373260801,,
561647,,0.30185739,HOLLY SPRINGS TOWN OF ,HOLLY SPRINGS,OPEN SPACE,,,,,,13139.0572208986,511.669903539811,,
561648,,2.00322519,THE TOWN OF KNIGHTDALE ,KNIGHTDALE,OPEN SPACE,,,,NEUSE RIVER,,87260.4892022763,1180.85106344256,,
561649,Beaver Creek Greenway,21.97096065,APEX TOWN OF THE ,APEX,GREENWAY,,,,,,957055.045786101,14013.5867188356,,
561650,,4.07945224,KNIGHTDALE TOWN OF ,KNIGHTDALE,OPEN SPACE,,,,MINGO CREEK,,177700.93960738,2234.03703350862,,
